author,book_title,genre,pages_amt,price,publish_date,rating_avg,ratings_amt,reviews_amt
Victoria Aveyard,Red Queen,romance,383 pages,"Kindle Store
$10.99
",February 10th 2015,4.06,510847,42296
K.F. Breene,Sin & Lightning,romance,,"Kindle Unlimited
",April 20th 2020,4.68,1533,272
Marie Benedict,Carnegie's Maid,romance,283 pages,"Kindle Unlimited
",January 16th 2018,3.79,19148,2340
Cassandra Clare,Chain of Gold,romance,624 pages,"Kindle Store
$12.99
",March 3rd 2020,4.52,20214,4332
Colleen Hoover,It Ends with Us,romance,385 pages,Amazon,August 2nd 2016,4.40,187120,25157
Abbi Waxman,The Bookish Life of Nina Hill,romance,351 pages,Amazon UK,July 9th 2019,3.85,37733,6944
Katharine McGee,American Royals,romance,448 pages,"Kindle Store
$9.99
",September 3rd 2019,3.86,24101,3678
Fiona Valpy,Sea of Memories,romance,273 pages,Amazon,March 1st 2018,4.37,30113,1748
Leia Stone,Seeking the Fae,romance,268 pages,"Kindle Unlimited
",April 29th 2020,4.17,281,52
Tricia Levenseller,The Shadows Between Us,romance,326 pages,"Kindle Store
$9.99
",February 25th 2020,4.00,10445,2544
Sarah J. Maas,Empire of Storms,romance,689 pages,Amazon,September 6th 2016,4.56,168316,18462
Liz Talley,The Wedding War,romance,,"Kindle Unlimited
",April 21st 2020,4.04,582,120
Megan Wade,Whoa! I Married a Mountain Man!,romance,,Amazon,April 30th 2020,4.23,213,54
Catherine Bybee,My Way to You,romance,,"Kindle Unlimited
",March 10th 2020,4.27,2996,312
Shelby Mahurin,Serpent & Dove,romance,513 pages,Amazon DE,September 3rd 2019,4.15,36364,7608
Nicola May,The Corner Shop in Cockleberry Bay,romance,364 pages,Amazon,April 9th 2018,4.18,18431,980
Jenny Han,"Always and Forever, Lara Jean",romance,325 pages,Amazon,May 2nd 2017,4.14,129309,15707
Kiera Cass,The Heir,romance,342 pages,Amazon,May 5th 2015,3.80,190196,17076
Amy Harmon,What the Wind Knows,romance,411 pages,"Kindle Unlimited
",March 1st 2019,4.35,47058,4611
Jennifer L. Armentrout,From Blood and Ash,romance,634 pages,Amazon,March 30th 2020,4.50,5599,1080
Elizabeth   Hunter,Semi-Psychic Life,romance,290 pages,"Kindle Unlimited
",April 21st 2020,4.56,1264,249
Kiera Cass,The Betrothed,romance,400 pages,Amazon,May 5th 2020,3.19,1219,478
Mandy M. Roth,Hexing with a Chance of Tornadoes,romance,370 pages,"Kindle Unlimited
",April 25th 2020,4.58,597,124
"Carrie Gray,Coralee June",Looking to Score,romance,250 pages,"Kindle Unlimited
",April 30th 2020,4.41,487,167
Nicola May,The Gift of Cockleberry Bay,romance,,"Kindle Unlimited
",April 2nd 2020,4.62,1963,143
Kevin Kwan,China Rich Girlfriend,romance,378 pages,Amazon,June 16th 2015,3.83,133373,10026
Patricia Briggs,Smoke Bitten,romance,352 pages,Amazon UK,March 17th 2020,4.48,10297,1358
Lyssa Kay Adams,The Bromance Book Club,romance,352 pages,"Kindle Store
$9.99
",November 5th 2019,3.97,18281,4026
Josie Silver,The Two Lives of Lydia Bird,romance,369 pages,"Kindle Store
$12.99
",March 3rd 2020,3.92,13114,2214
Amanda Eyre Ward,The Jetsetters,romance,352 pages,"Kindle Store
$12.99
",March 3rd 2020,3.22,9420,949
Barbara O'Neal,The Art of Inheriting Secrets,romance,357 pages,"Kindle Unlimited
",July 17th 2018,4.26,22116,1407
Sarah J. Maas,Queen of Shadows,romance,648 pages,"Kindle Store
$6.71
",September 1st 2015,4.57,213540,20241
Alessandra Torre,The F List,romance,350 pages,"Kindle Unlimited
",April 29th 2020,4.00,734,188
Jennifer Weiner,Big Summer,romance,368 pages,"Kindle Store
$14.99
",May 5th 2020,3.98,1487,631
Sally  Thorne,The Hating Game,romance,387 pages,Amazon,August 9th 2016,4.16,116866,17021
Linsey Hall,Once Bitten,romance,302 pages,Amazon UK,April 29th 2020,4.42,415,63
Emily Henry,Beach Read,romance,384 pages,"Kindle Store
$9.99
",May 19th 2020,4.33,6274,1639
Sarah J. Maas,A Court of Frost and Starlight,romance,229 pages,"Kindle Store
$6.64
",May 1st 2018,3.90,111823,13322
Shannon Mayer,Midlife Fairy Hunter,romance,272 pages,Amazon IN,April 23rd 2020,4.75,1379,281
Kendra Elliot,The Last Sister,romance,328 pages,"Kindle Unlimited
",January 14th 2020,4.19,11910,685
Marie Force,Rescue After Dark,romance,,"Kindle Store
$5.99
",May 5th 2020,4.71,319,68
Abby Jimenez,The Happy Ever After Playlist,romance,,Amazon,April 14th 2020,4.38,5376,1483
Colleen Hoover,Regretting You,romance,363 pages,Amazon,December 10th 2019,4.27,46331,5896
Devney Perry,Stone Princess,romance,,Amazon,May 5th 2020,4.49,791,281
"Charlotte Lucas,Wiebke Lorenz",Dein perfektes Jahr,romance,577 pages,"Kindle Store
$9.59
",August 3rd 2016,3.80,9914,985
Amanda Quick,Close Up,romance,304 pages,Amazon,May 5th 2020,4.41,441,103
Kelly Harms,The Overdue Life of Amy Byler,romance,328 pages,Amazon,May 1st 2019,3.87,57623,5735
Mhairi McFarlane,If I Never Met You,romance,432 pages,"Kindle Store
$10.99
",March 24th 2020,4.01,8815,1316
Sarah J. Maas,A Court of Mist and Fury,romance,626 pages,Amazon,May 3rd 2016,4.65,280811,36167
Melinda Leigh,Cross Her Heart,romance,327 pages,"Kindle Unlimited
",March 17th 2020,4.43,5004,496
R.S. Grey,Love the One You Hate,romance,,Amazon,,4.02,862,205
Holly Black,The Wicked King,romance,336 pages,Amazon,January 8th 2019,4.43,101846,15521
Sarah J. Maas,House of Earth and Blood,romance,816 pages,"Kindle Store
$13.49
",March 3rd 2020,4.47,40319,8440
Amy Harmon,Where the Lost Wander,romance,348 pages,Kobo,April 28th 2020,4.54,1560,547
Holly Black,The Queen of Nothing,romance,300 pages,Amazon FR,November 19th 2019,4.36,72348,11783
Jennifer Probst,Love on Beach Avenue,romance,315 pages,Amazon IN,May 1st 2020,3.98,2380,305
"Suzy Krause,Suzy Krause",Sorry I Missed You,romance,,Amazon,2020,3.77,510,62
Lily King,Writers & Lovers,romance,320 pages,Amazon,2020,4.10,11757,1716
J.S. Scott,Enchanted,romance,247 pages,Amazon,April 28th 2020,4.51,1106,271
Colleen Hoover,Verity,romance,333 pages,"Kindle Unlimited
",December 7th 2018,4.35,109792,18387
Glendy Vanderah,Where the Forest Meets the Stars,romance,332 pages,"Kindle Unlimited
",March 1st 2019,4.16,74692,6817
"Melanie Harlow,Melanie Harlow",Unforgettable,romance,309 pages,"Kindle Unlimited
",May 4th 2020,4.52,1265,388
"Penelope Ward,Vi Keeland",My Favorite Souvenir,romance,300 pages,Amazon,April 27th 2020,4.35,3133,612
Lucy Score,By a Thread,romance,582 pages,"Kindle Unlimited
",April 23rd 2020,4.54,3192,614
Barbara O'Neal,When We Believed in Mermaids,romance,352 pages,"Kindle Unlimited
",July 16th 2019,4.22,56713,3623
Rebecca Serle,In Five Years,romance,272 pages,Amazon,March 10th 2020,3.92,28381,4127
Sally Rooney,Normal People,romance,273 pages,Amazon UK,April 16th 2019,3.87,241599,21855
"Timothy Ferriss,Arnold Schwarzenegger","Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",psychology,707 pages,Amazon,December 6th 2016,4.15,24853,1499
Rutger Bregman,De meeste mensen deugen,psychology,521 pages,Amazon,September 2019,4.34,4141,528
Natasha Preston,The Twin,psychology,,Amazon CA,March 3rd 2020,3.38,988,377
Jesse Itzler,Living with a SEAL: 31 Days Training with the Toughest Man on the Planet,psychology,272 pages,"Kindle Store
$6.99
",November 3rd 2015,4.27,9966,987
Mark O'Connell,Notes from an Apocalypse: A Personal Journey to the End of the World and Back,psychology,272 pages,Amazon,April 14th 2020,3.87,256,52
"S.J. Scott,Barrie Davenport","Declutter Your Mind: How to Stop Worrying, Relieve Anxiety, and Eliminate Negative Thinking (Mindfulness Books Series Book 1)",psychology,157 pages,"Kindle Unlimited
",August 21st 2016,3.70,3221,274
Gabrielle Bernstein,Super Attractor: Methods for Manifesting a Life beyond Your Wildest Dreams,psychology,248 pages,Amazon UK,September 24th 2019,4.22,2588,238
Johann Hari,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,psychology,322 pages,Amazon UK,January 23rd 2018,4.31,14383,1880
Francesca Serritella,Ghosts of Harvard,psychology,480 pages,"Kindle Store
$13.99
",May 5th 2020,4.00,236,150
"Jonathan Haidt,Greg Lukianoff",The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,psychology,352 pages,"Kindle Store
$4.99
",September 4th 2018,4.23,13063,1745
Kate   Murphy,You're Not Listening: What You're Missing and Why It Matters,psychology,278 pages,"Kindle Store
$13.99
",January 7th 2020,4.14,1890,462
David Eagleman,The Brain: The Story of You,psychology,224 pages,Amazon UK,October 6th 2015,4.25,9349,937
Anne Bogel,"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",psychology,217 pages,"Kindle Store
$9.49
",March 3rd 2020,4.20,1804,561
Michael   Lewis,The Undoing Project: A Friendship That Changed Our Minds,psychology,368 pages,"Kindle Store
$9.61
",October 31st 2017,3.99,41766,3521
Scott H. Young,"Ultralearning: Master Hard Skills, Outsmart the Competition, and Accelerate Your Career",psychology,304 pages,Amazon,August 6th 2019,4.02,3763,424
Michel Houellebecq,Serotonin,psychology,330 pages,Amazon,January 7th 2019,3.61,10282,1162
Gretchen Rubin,"Outer Order, Inner Calm: Declutter & Organize to Make More Room for Happiness",psychology,208 pages,Amazon,March 5th 2019,3.49,8260,1312
Susannah Cahalan,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,psychology,382 pages,"Kindle Store
$14.99
",November 5th 2019,3.64,5096,741
Damon Zahariades,"The Art Of Saying NO: How To Stand Your Ground, Reclaim Your Time And Energy, And Refuse To Be Taken For Granted (Without Feeling Guilty!)",psychology,172 pages,"Kindle Unlimited
",August 28th 2017,3.69,1229,146
Sarah Knight,Get Your Sh*t Together: How to Stop Worrying About What You Should Do So You Can Finish What You Need to Do and Start Doing What You Want to Do (A No F*cks Given Guide),psychology,304 pages,Amazon,December 27th 2016,3.68,9817,987
A.J. Banner,The Poison Garden,psychology,199 pages,"Kindle Unlimited
",October 22nd 2019,3.59,3910,658
Cara Hunter,No Way Out,psychology,384 pages,Amazon,April 18th 2019,4.28,4821,508
Jessica Pan,"Sorry I'm Late, I Didn't Want to Come: An Introvert's Year of Living Dangerously",psychology,368 pages,Kobo,May 30th 2019,3.95,5689,894
"Dalai Lama XIV,Desmond Tutu,Douglas Carlton Abrams",The Book of Joy: Lasting Happiness in a Changing World,psychology,354 pages,"Kindle Store
$12.99
",October 18th 2016,4.38,29666,3177
Daniel Coyle,The Culture Code: The Secrets of Highly Successful Groups,psychology,304 pages,Amazon IN,January 30th 2018,4.33,12512,1148
Kerry Daynes,The Dark Side of the Mind: True Stories from My Life as a Forensic Psychologist,psychology,304 pages,Amazon UK,May 30th 2019,4.13,1103,91
Daniel H. Pink,When: The Scientific Secrets of Perfect Timing,psychology,272 pages,"Kindle Store
$12.99
",January 9th 2018,3.80,18132,1821
"Nir Eyal,Julie Li",Indistractable: How to Control Your Attention and Choose Your Life,psychology,273 pages,"Kindle Store
$12.61
",September 10th 2019,3.80,5420,747
"John E. Douglas,Mark Olshaker",The Killer Across the Table: Unlocking the Secrets of Serial Killers and Predators with the FBI's Original Mindhunter,psychology,,Amazon,May 7th 2019,4.13,5700,627
Mel Robbins,"The 5 Second Rule: Transform Your Life, Work, and Confidence with Everyday Courage",psychology,267 pages,"Kindle Store
$9.99
",February 28th 2017,3.91,18310,2023
Beth Macy,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",psychology,384 pages,"Kindle Store
$3.99
",August 7th 2018,4.11,18666,2577
"Fumio Sasaki,Eriko Sugita","Goodbye, Things: The New Japanese Minimalism",psychology,272 pages,Amazon,April 11th 2017,3.81,20604,2778
Jason Fox,Battle Scars: A Story of War and All That Follows,psychology,291 pages,Amazon,November 1st 2018,4.22,2192,158
Michael Pollan,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",psychology,480 pages,Kobo,May 17th 2018,4.27,32629,3503
John Mark Comer,The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,psychology,304 pages,Amazon UK,October 29th 2019,4.63,3818,583
Brené Brown,Rising Strong,psychology,336 pages,Amazon,August 25th 2015,4.24,49594,3594
Kathleen Glasgow,Girl in Pieces,psychology,416 pages,Amazon,August 30th 2016,4.14,22930,3371
Elizabeth Day,How to Fail: Everything I’ve Ever Learned From Things Going Wrong,psychology,352 pages,Amazon,April 4th 2019,4.04,4096,302
Sebastian Junger,Tribe: On Homecoming and Belonging,psychology,182 pages,"Kindle Store
$4.99
",May 24th 2016,4.03,27962,3001
Simon Sinek,The Infinite Game,psychology,272 pages,"Kindle Store
$14.99
",October 15th 2019,4.24,5280,624
Jennie Allen,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,psychology,256 pages,"Kindle Store
$12.99
",January 28th 2020,4.39,2082,349
Darius Foroux,"THINK STRAIGHT: Change Your Thoughts, Change Your Life",psychology,82 pages,"Kindle Unlimited
",November 20th 2017,3.87,5026,400
"Jolenta Greenberg,Kristen Meinzer",How to Be Fine: What We Learned from Living by the Rules of 50 Self-Help Books,psychology,256 pages,Amazon,March 17th 2020,3.67,581,136
Katherine Schwarzenegger Pratt,The Gift of Forgiveness: Inspiring Stories from Those Who Have Overcome the Unforgivable,psychology,224 pages,"Kindle Store
$10.99
",March 10th 2020,3.81,743,103
Ezra Klein,Why We're Polarized,psychology,312 pages,"Kindle Store
$14.99
",January 28th 2020,4.30,2335,357
Max Lucado,Anxious for Nothing: Finding Calm in a Chaotic World,psychology,240 pages,"Kindle Store
$9.99
",September 5th 2017,4.18,9910,951
Sarah Knight,The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,psychology,224 pages,Amazon,December 29th 2015,3.44,24852,2771
Jenny  Lawson,Furiously Happy: A Funny Book About Horrible Things,psychology,329 pages,"Kindle Store
$11.99
",September 22nd 2015,3.92,117019,12802
"Aziz Ansari,Eric Klinenberg",Modern Romance,psychology,279 pages,Amazon,June 16th 2015,3.82,158813,13013
Shonda Rhimes,Year of Yes,psychology,352 pages,Amazon,October 20th 2016,4.08,58623,6620
Iliza Shlesinger,Girl Logic: The Genius and the Absurdity,psychology,264 pages,"Kindle Store
$11.99
",November 7th 2017,3.87,4137,475
Ryder Carroll,"The Bullet Journal Method: Track the Past, Order the Present, Design the Future",psychology,336 pages,"Kindle Store
$13.99
",October 23rd 2018,4.06,12360,1678
Jen Gotch,The Upside of Being Down: How Mental Health Struggles Led to My Greatest Successes in Work and Life,psychology,288 pages,"Kindle Store
$12.99
",March 24th 2020,4.08,848,91
Ada Calhoun,Why We Can't Sleep: Women's New Midlife Crisis,psychology,288 pages,"Kindle Store
$9.99
",January 7th 2020,3.79,2779,562
"Seth Stephens-Davidowitz,Steven Pinker","Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",psychology,338 pages,"Kindle Unlimited
",May 9th 2017,3.92,26065,2517
"Jocko Willink,Leif Babin",Extreme Ownership: How U.S. Navy SEALs Lead and Win,psychology,320 pages,Amazon IN,October 20th 2015,4.28,32718,2739
Robin S. Sharma,The 5 AM Club: Own Your Morning. Elevate Your Life,psychology,336 pages,Amazon,December 4th 2018,3.80,10881,1439
Jon Ronson,So You've Been Publicly Shamed,psychology,290 pages,Amazon,March 31st 2015,3.94,45010,4808
Ryan Holiday,Stillness Is the Key,psychology,288 pages,Amazon,October 1st 2019,4.27,8129,713
Ant Middleton,First Man In: Leading from the Front,psychology,321 pages,Amazon,May 31st 2018,4.02,7801,466
"Ian Morgan Cron,Suzanne Stabile",The Road Back to You: An Enneagram Journey to Self-Discovery,psychology,238 pages,Amazon,October 4th 2016,4.28,23490,2144
Ryan Holiday,Ego Is the Enemy,psychology,226 pages,Amazon,June 14th 2016,4.16,29707,2057
Michael McCreary,"Funny, You Don't Look Autistic: A Comedian's Guide to Life on the Spectrum",psychology,166 pages,"Kindle Store
$9.89
",March 12th 2019,3.79,8320,1103
Brené Brown,Dare to Lead,psychology,332 pages,Amazon,October 11th 2018,4.19,32669,2667
David   Epstein,Range: Why Generalists Triumph in a Specialized World,psychology,352 pages,"Kindle Store
$14.99
",May 28th 2019,4.18,15643,1759
"Michael Finkel,Mark Bramhall",The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,psychology,224 pages,"Kindle Store
$12.99
",March 7th 2017,3.88,47220,5855
Samantha M. Bailey,Woman on the Edge,psychology,,Amazon,,3.85,4249,903
Meik Wiking,The Little Book of Hygge: The Danish Way to Live Well,psychology,289 pages,"Kindle Store
$10.99
",September 1st 2016,3.74,58852,5589
Matt Haig,Notes on a Nervous Planet,psychology,288 pages,Kobo,January 29th 2019,4.07,20947,2411
Robin DiAngelo,White Fragility: Why It’s So Hard for White People to Talk About Racism,psychology,,Amazon,2018,4.49,22531,3686
Jenny Odell,How to Do Nothing: Resisting the Attention Economy,psychology,240 pages,Amazon,April 9th 2019,3.86,11299,1446
Angela Duckworth,Grit,psychology,277 pages,"Kindle Store
$2.99
",May 3rd 2016,4.08,60231,4849
Cal Newport,Digital Minimalism: Choosing a Focused Life in a Noisy World,psychology,302 pages,"Kindle Store
$9.99
",February 5th 2019,4.07,24946,3041
"Glennon Doyle Melton,Glennon Doyle",Love Warrior,psychology,272 pages,Amazon UK,September 6th 2016,4.09,46143,4850
"J.P. Pomare,Aimee Horne",Tell Me Lies,psychology,7 pages,Amazon,March 5th 2020,3.82,3043,405
Gary John Bishop,Unfu*k Yourself: Get Out of Your Head and Into Your Life,psychology,221 pages,"Kindle Store
$13.99
",October 22nd 2016,3.86,31297,2490
Matt Haig,Reasons to Stay Alive,psychology,272 pages,"Kindle Store
$6.99
",February 23rd 2016,4.17,41668,4946
"Chris Voss,Tahl Raz",Never Split the Difference,psychology,274 pages,"Kindle Store
$19.99
",May 17th 2016,4.40,44158,3395
"Edith Eger,Esmé Schwall Weigand,Philip Zimbardo",The Choice: Embrace the Possible,psychology,289 pages,"Kindle Store
$12.99
",September 5th 2017,4.55,19776,2207
Cal Newport,Deep Work: Rules for Focused Success in a Distracted World,psychology,296 pages,Amazon CA,January 5th 2016,4.20,61457,5653
Brené Brown,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone,psychology,208 pages,Amazon,September 12th 2017,4.15,56842,5123
